"studyName" "downloaded" "metadata" "imported" "PCAmodel_677" "PCAmodel_1399" "PCAmodel_536" "title"
"2702" "SRP072025" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Knockdown of ADNP in HCT116 colon cancer cells"
"2703" "SRP072029" "12" "13" "FALSE" "FALSE" "FALSE" "FALSE" "Single-cell qPCR, and bulk-level transcriptomics and epigenomics of treated macrophages"
"2704" "SRP072037" "40" "40" "TRUE" "FALSE" "TRUE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"2705" "SRP072038" "100" "189" "TRUE" "TRUE" "TRUE" "TRUE" "Digitalis-like compounds facilitate redifferentiation of non-medullary thyroid cancer through intracellular Ca2+, cFOS and autophagy dependent pathways"
"2706" "SRP072101" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Direct GR binding sites potentiate clusters of TF binding across the human genome [3]"
"2707" "SRP072131" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "NR2E3 gene networks are associated with AHR signaling pathways"
"2708" "SRP072139" "10" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Next Generation Sequencing Analysis of human embryonic stem cells derived MESP1-mTomato reporter cells"
"2709" "SRP072163" "2" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Interaction between cyclooxygenase-2 and caspase-3 abolishes the cleavage of RNA-binding protein HuR and promotes drug resistance in oral squamous cell carcinoma"
"2710" "SRP072176" "46" "46" "TRUE" "FALSE" "TRUE" "FALSE" "Ridaforolimus (MK-8669) synergizes with Dalotuzumab (MK-0646) in hormone-sensitive breast cancer"
"2711" "SRP072242" "11" "23" "FALSE" "FALSE" "FALSE" "FALSE" "Idiopathic pulmonary fibrosis bronchoalveolar lavage cells RNA-seq indicates macrophage expression of pro-inflammatory M1/M2 activation concomitant with radical species metabolism inhibition"
"2712" "SRP072272" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Input Strategy for Improving Analysis of ChIP-exo Data and Beyond [RNA-Seq]"
"2713" "SRP072275" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"2714" "SRP072282" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Candidate genes and pathways downstream of PAX8 involved in ovarian high-grade serous carcinoma"
"2715" "SRP072285" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens isolate:A375 Raw sequence reads"
"2716" "SRP072302" "100" "146" "TRUE" "TRUE" "TRUE" "TRUE" "Next generation sequencing facilitates quantitative analysis of changes in mRNA after knock-down of putative master regulators of the breast cancer metastasis transcriptome."
"2717" "SRP072326" "18" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Time-resolved dual RNA-seq reveals extensive rewiring of lung epithelial and pneumococcal transcriptomes during early infection"
"2718" "SRP072352" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Toxoplasma gondii remodels the cis-regulatory landscape of infected human host cells [RNA-seq]"
"2719" "SRP072365" "11" "11" "FALSE" "FALSE" "FALSE" "FALSE" "iPSCs Reveal Protective Modifiers of the BMPR2 mutation in Pulmonary Arterial Hypertension"
"2720" "SRP072384" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"2721" "SRP072398" "1" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Human foreskin-derived Merkel cell transcriptome"
"2722" "SRP072417" "100" "317" "TRUE" "TRUE" "TRUE" "TRUE" "NextGen Consortium: GENESiPS Study: Identifying the Gene Networks of Insulin Resistance"
"2723" "SRP072454" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Mapping interactions for the TNIP2 hub protein"
"2724" "SRP072459" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Regulation of poly(A) tail and translation during the somatic cell cycle"
"2725" "SRP072463" "1" "14" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome sequencing reveals aberrant alternative splicing in Huntington''s disease"
"2726" "SRP072492" "51" "51" "TRUE" "TRUE" "TRUE" "TRUE" "RNA-sequencing of human pancreatic adenocarcinoma cancer tissues"
"2727" "SRP072493" "13" "14" "FALSE" "FALSE" "FALSE" "FALSE" "RNA sequencing of human pancreatic cancer cell lines"
"2728" "SRP072494" "36" "36" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptional changes induced by bevacizumab combination therapy in responding and non-responding recurrent glioblastoma patients"
"2729" "SRP072501" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Primary Human Trophoblast Transcriptomes"
"2730" "SRP072506" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Loss of CREBBP results in gene expression repression in lymphoma cells"
"2731" "SRP072507" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "A mechanism of resistance to gefitinib mediated by cellular reprogramming and the acquisition of an FGF2-FGFR1 autocrine growth loop"
"2732" "SRP072566" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Seq analysis of NKX2.2 knockdown in human pancreatic islets"
"2733" "SRP072573" "6" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq Profiles in RBPJ Maintains Brain Tumor Initiating Cells through CDK9-mediated Transcriptional Elongation"
"2734" "SRP072665" "6" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"2735" "SRP072687" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "HEK293 Heat-shock experiment"
"2736" "SRP072690" "5" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional profiling of JEG3 cells with HLA-G ablation via deletion of Enhancer L"
"2737" "SRP072693" "29" "29" "TRUE" "FALSE" "TRUE" "FALSE" "Amnion as a surrogate tissue reporter of the effects of maternal preeclampsia on the fetus [RNA-Seq]"
"2738" "SRP072698" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "RNA sequencing for identifying downstream targets of miR25/93"
"2739" "SRP072710" "9" "26" "FALSE" "FALSE" "FALSE" "FALSE" "A conserved abundant cytoplasmic long noncoding RNA modulates repression of mRNAs by Pumilio proteins in human cells"
"2740" "SRP072713" "3" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"2741" "SRP072721" "2" "3" "FALSE" "FALSE" "FALSE" "FALSE" "The WNT targets in human embryonic stem cells-derived endoderm cultures are composed of multi-lineage genes. [Endoderm RNA-seq and ChIP-seq data sets]"
"2742" "SRP072739" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome or Gene expression"
"2743" "SRP072759" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "ZMYND8 co-localizes with NuRD on target genes and regulates recruitment of GATAD2A/NuRD to sites of DNA damage [RNA-seq]"
"2744" "SRP072769" "34" "36" "TRUE" "FALSE" "TRUE" "FALSE" "RNAseq from disomic and trisomic fibroblasts and lymphoblastoids"
"2745" "SRP072791" "11" "16" "FALSE" "FALSE" "FALSE" "FALSE" "RNA expression analysis of neuroblastoma cell lines treated with epigenetic drugs"
"2746" "SRP072804" "8" "24" "FALSE" "FALSE" "FALSE" "FALSE" "MYC dependent mRNA translation shapes gene expression and cell biology"
"2747" "SRP072823" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing of two the B-ALL cell lines, REH and 697"
"2748" "SRP072829" "15" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of CNS leukemia"
"2749" "SRP072832" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of NKG2CBright compared to NKG2CNeg from multigravida decidua samples"
"2750" "SRP072835" "5" "5" "FALSE" "FALSE" "FALSE" "FALSE" "The MLL-AF9 and MLL-AF4 oncofusion proteins bind a distinct enhancer repertoire and target the RUNX1 program in MLLr AML"
"2751" "SRP072837" "18" "18" "FALSE" "FALSE" "FALSE" "FALSE" "Therapeutic targeting of GCB- and ABC-DLBCLs by rationally designed BCL6 inhibitors"
"2752" "SRP072851" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptionally inactive ATF2 variant drives melanomagenesis [Seq]"
"2753" "SRP072864" "17" "18" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing time course of Human Intestinal Epithelial Cells (HIECs) following knockdown of miR-30bcd using complementary locked nucleic acids"
"2754" "SRP072865" "4" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Characterization and transplantation of enteric neural crest cells from human induced pluripotent stem cells"
"2755" "SRP072875" "100" "254" "TRUE" "TRUE" "TRUE" "TRUE" "Single-nucleus RNA-seq on undifferentiated human KD3 myoblasts and differentiated myotubes and mononucleated cells."
"2756" "SRP072880" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "4ß-Hydroxywithanolide E Modulates Alternative Splicing of Apoptotic Genes in Human Hepatocellular Carcinoma Huh-7 Cells"
"2757" "SRP072890" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Next-generation sequencing analysis of transcriptom in gemcitabine resistant pancreatic cancer cells"
"2758" "SRP072894" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "THZ1 targeting CDK7 suppresses STAT transcriptional activity and sensitizes T-cell lymphomas to BCL2 inhibitors"
"2759" "SRP072918" "9" "10" "FALSE" "FALSE" "FALSE" "FALSE" "ATXN7L3 And ENY2 Coordinate Activity Of Multiple H2B Deubiquitinases Important For Cellular Proliferation And Tumor Growth [RNA-Seq]"
"2760" "SRP072919" "77" "78" "TRUE" "TRUE" "TRUE" "TRUE" "Merkel cell polyomavirus small T antigen promotes pro-glycolytic metabolic perturbations required for transformation"
"2761" "SRP072920" "90" "101" "TRUE" "TRUE" "TRUE" "TRUE" "Peripheral Blood Mononuclear Cells (PBMC) Gene Expression-Based Biomarkers in Juvenile Idiopathic Arthritis (JIA)"
"2762" "SRP072941" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "The myelin protein PMP2 is regulated by SOX10 and drives melanoma cell invasion"
"2763" "SRP072980" "72" "72" "TRUE" "TRUE" "TRUE" "TRUE" "Stochastic Principles Governing Alternative Splicing of RNA"
"2764" "SRP072990" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Somatic PRDM2 c.4459delA mutations in colorectal cancers control histone methylation and tumor growth"
"2765" "SRP072999" "3" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Histone deacetylase inhibition enhances antimicrobial peptide but not inflammatory cytokine expression upon bacterial challenge"
"2766" "SRP073022" "6" "7" "FALSE" "FALSE" "FALSE" "FALSE" "Whole transcriptome sequencing identifies increased CXCR2 expression in PNH granulocytes"
"2767" "SRP073023" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Knockout of miR-221 and miR-222 reveals overlapping and specific function between paralogous miRNAs"
"2768" "SRP073033" "60" "68" "TRUE" "TRUE" "TRUE" "TRUE" "Joint-specific DNA transcriptome signatures in rheumatoid arthritis [RNA-seq]"
"2769" "SRP073040" "9" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Integrin signaling regulates YAP/TAZ to control skin homeostasis"
"2770" "SRP073044" "20" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Generation of Brain Region-specific Organoids using a Miniaturized Spinning Bioreactor and Modelling ZIKV Exposure"
"2771" "SRP073050" "1" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome Profiling of Human Primary Monocytes"
"2772" "SRP073061" "100" "169" "TRUE" "TRUE" "TRUE" "TRUE" "GEO accession GSE80098 is currently private and is scheduled to be released on Jun 01, 2016."
"2773" "SRP073097" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Topoisomerase 1 inhibition suppresses inflammatory genes and protects from death by inflammation (RNA-Seq)"
"2774" "SRP073100" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Prox1 (Prosper-related homeobox  1)  transcription factor depletion effect on CGTH-W-1  cells."
"2775" "SRP073102" "5" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Whole transcriptome splicing analysis in isogenic lung epithelial and adenocarcinoma cell lines with or without a recurrent splicing factor mutation, U2AF1 (S34F)"
"2776" "SRP073103" "42" "42" "TRUE" "FALSE" "TRUE" "FALSE" "HLA peptides derived from tumor antigens induced by inhibition of DNA methylation for development of drug-facilitated immunotherapy"
"2777" "SRP073112" "18" "49" "FALSE" "FALSE" "FALSE" "FALSE" "Enhancer invasion shapes MYCN dependent transcriptional amplification in neuroblastoma [RNA-seq]"
"2778" "SRP073156" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Transcriptome of THP-1 cells"
"2779" "SRP073163" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Next Generation Sequencing Compares Effects of microRNA-9 perturbation in control and SZ hiPSC NPCs"
"2780" "SRP073180" "22" "22" "TRUE" "FALSE" "TRUE" "FALSE" "RNA-Seq Analysis of Changes in Human Myometrial Tissue mRNA Expression Upon Labour Onset and Progression in Term Pregnancy"
"2781" "SRP073185" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Inhibition of DNA methylation promotes breast tumor sensitivity to netrin-1 interference [RNA-Seq]"
"2782" "SRP073186" "53" "60" "TRUE" "TRUE" "TRUE" "TRUE" "Chromatin environment, transcriptional regulation and splicing distinguish lncRNAs and mRNAs [Stability]"
"2783" "SRP073187" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Chromatin environment, transcriptional regulation and splicing distinguish lncRNAs and mRNAs [NucFrac]"
"2784" "SRP073189" "8" "9" "FALSE" "FALSE" "FALSE" "FALSE" "A TGFbeta-PRMT5-MEP50 Axis Regulates Cancer Cell Invasion through Histone H3 and H4 Arginine Methylation Coupled Transcriptional Activation and Repression"
"2785" "SRP073191" "14" "16" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq study reveals unique transcriptome expression in systemic lupus erythematosus patients with distinct autoantibody profile"
"2786" "SRP073206" "20" "20" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis in a radiosensitive and a radioresistant cell line after ionizing radiation"
"2787" "SRP073208" "100" "393" "TRUE" "TRUE" "TRUE" "TRUE" "A Reproducibility-Based Computational Framework Identifies An Inducible, Enhanced Antiviral Dendritic Cell State In HIV-1 Elite Controllers (scRNA-Seq)"
"2788" "SRP073245" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq analysis reveals profound changes in transcript profiles between siCon- and siH19-transfected EVT cells"
"2789" "SRP073247" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "EZH2 inhibitor-mediated transcriptional profiling in prostate cancer cells [RNA-seq]"
"2790" "SRP073248" "1" "4" "FALSE" "FALSE" "FALSE" "FALSE" "The human olfactory transcriptome"
"2791" "SRP073253" "37" "46" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptomics of Kidney Cancer Samples"
"2792" "SRP073267" "57" "58" "TRUE" "TRUE" "TRUE" "TRUE" "Impact of RNA degradation on fusion detection by RNA-seq"
"2793" "SRP073286" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of H9 hESC derived cerebral organoids"
"2794" "SRP073307" "29" "30" "TRUE" "FALSE" "TRUE" "FALSE" "Evolutionary origin and functional divergence of stem cell homeobox genes in eutherian mammals"
"2795" "SRP073318" "87" "87" "TRUE" "TRUE" "TRUE" "TRUE" "mRNA expression of breast cancer cell lines across different densities [SCRB-Seq]"
"2796" "SRP073333" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Role of COP1 on MAP kinase transcriptional output in gastrointestinal stromal tumor"
"2797" "SRP073337" "4" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Role of COP1 on MAP kinase transcriptional output in melanoma"
"2798" "SRP073347" "4" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Raw sequence reads"
"2799" "SRP073382" "35" "36" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptome profiling of the human dorsal striatum in bipolar disorder"
"2800" "SRP073384" "3" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Therapeutic targeting of GCB- and ABC-DLBCL by rationally designed BCL6 inhibitor"
"2801" "SRP073393" "14" "14" "FALSE" "FALSE" "FALSE" "FALSE" "PR isoform-specific ER and PR chromatin binding and gene expression observed in-vitro in breast cancer cells."
"2802" "SRP073426" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome profile of HepG2-expressing ATP7B-H1069Q (liver hepatocellular cells) exposed to JNK or p38 Inhibitor"
"2803" "SRP073459" "9" "18" "FALSE" "FALSE" "FALSE" "FALSE" "CDK12 regulates alternative last exon mRNA splicing and promotes invasion of a breast cancer cell line"
"2804" "SRP073460" "19" "24" "FALSE" "FALSE" "FALSE" "FALSE" "Global transcriptome analysis in the MYCN-amplified neuroblastoma cell line IMR5-75 upon inducible MYCN-knockdown"
"2805" "SRP073461" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Genomic deletion of malic enzyme 2 confers collateral lethality in pancreas cancer"
"2806" "SRP073483" "44" "82" "TRUE" "TRUE" "TRUE" "FALSE" "small RNA-Seq showing transfer of bacterial outer membrane vesicle (OMV) sRNA to host airway epithelial cells"
"2807" "SRP073501" "30" "30" "TRUE" "FALSE" "TRUE" "FALSE" "Complement protein C1q modulates macrophage molecular signaling and inflammatory responses during ingestion of atherogenic lipoproteins"
"2808" "SRP073504" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-sequencing for EPRS shRNA Knock Down MCF7 Cell Line"
"2809" "SRP073607" "13" "15" "FALSE" "FALSE" "FALSE" "FALSE" "Divergent expression and metabolic functions of human glucuronosyltransferases through alternative splicing"
"2810" "SRP073613" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of mRNAs with reduced ribosomal loading upon knock-down of translation factor DAP5 from hESCs."
"2811" "SRP073621" "10" "10" "FALSE" "FALSE" "FALSE" "FALSE" "The role of miR-17-92 in the miRegulatory landscape of Ewing Sarcoma (RNA-Seq)"
"2812" "SRP073662" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional response to the HSP70 inhibitor MAL3-101 in parental rhabdomyosarcoma cells and isogenic acquired-resistance lines."
"2813" "SRP073675" "3" "8" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-Seq following PCR-based sorting reveals rare cell transcriptional signatures"
"2814" "SRP073678" "1" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Accelerated functional evolution of regulatory lncRNAs in the human lineage"
"2815" "SRP073683" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "Guided self-organization recapitulates tissue architecture in a bioengineered brain organoid model"
"2816" "SRP073706" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "FBXO10 deficiency and BTK activation upregulate BCL2 expression in mantle cell lymphoma"
"2817" "SRP073721" "1" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Nascent RNA-seq in Kasumi-1 cells"
"2818" "SRP073735" "46" "46" "TRUE" "FALSE" "TRUE" "FALSE" "Total RNA-seq of HeLa cells upon conventional or improved RNA extraction"
"2819" "SRP073740" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptional effect of ETV1 knockdown in melanoma cells"
"2820" "SRP073743" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Messenger RNA expression after MK2206/DMSO treatment of T47D cells"
"2821" "SRP073749" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "LBO D25"
"2822" "SRP073754" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Raw sequence reads"
"2823" "SRP073756" "4" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens Raw sequence reads"
"2824" "SRP073767" "13" "29" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens single cell RNA sequencing"
"2825" "SRP073789" "43" "45" "TRUE" "FALSE" "TRUE" "FALSE" "Gene expression profiling study by RNA-seq for identifying gene signatures associated with castration-refractory prostate cancer (CRPC) development."
"2826" "SRP073790" "9" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Comparative Analysis of Cas9 Activators Across Multiple Species"
"2827" "SRP073808" "28" "43" "TRUE" "FALSE" "TRUE" "FALSE" "Homo sapiens Raw sequence reads"
"2828" "SRP073810" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "RNA sequencing analysis of human podocytes reveals glucocorticoid regulated gene networks targeting non-immune pathways"
"2829" "SRP073813" "100" "352" "TRUE" "TRUE" "TRUE" "TRUE" "RNA-sequencing of human post-mortem brain tissues"
"2830" "SRP073940" "56" "56" "TRUE" "TRUE" "TRUE" "TRUE" "Safety and Efficacy of the JAK Inhibitor Tofacitinib Citrate for Alopecia Areata and Variants"
"2831" "SRP074061" "2" "3" "FALSE" "FALSE" "FALSE" "FALSE" "The beneficial effect of pterocarpan-rich extract from soybean leaf on metabolic syndrome in overweight and obese subjects: randomized controlled trial"
"2832" "SRP074062" "2" "2" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of chronic periodontitis patients'' gingival tissue"
"2833" "SRP074063" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Cooperation of Nutlin-3a and a Wip1 inhibitor to induce p53 activity"
"2834" "SRP074069" "10" "10" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of patient-derived xenograft models of HER2+ breast cancer brain metastases"
"2835" "SRP074076" "12" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Global transcriptional analysis of human extended pluripotent stem cells, human primed pluripotent stem cells, mouse extended pluripotent stem cells, and mouse embryonic stem cells by RNA-seq"
"2836" "SRP074103" "8" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Gene regulation of candidate cancer gene DIP2C"
"2837" "SRP074114" "3" "6" "FALSE" "FALSE" "FALSE" "FALSE" "LSD1 mediates MYCN control of epithelial-mesenchymal transition through silencing of metastatic suppressor NDRG1 gene"
"2838" "SRP074134" "36" "39" "TRUE" "FALSE" "TRUE" "FALSE" "ENL Links Histone Acetylation to Oncogenic Gene Expression in AML"
"2839" "SRP074138" "31" "32" "TRUE" "FALSE" "TRUE" "FALSE" "Human islets contain four distinct subtypes of ß cells"
"2840" "SRP074154" "15" "16" "FALSE" "FALSE" "FALSE" "FALSE" "AZ1366: An inhibitor of tankyrase and the canonical Wnt pathway that limits the persistence of non-small cell lung cancer cells following EGFR inhibition"
"2841" "SRP074159" "1" "1" "FALSE" "FALSE" "FALSE" "FALSE" "Homo sapiens;macaca mulatta Transcriptome"
"2842" "SRP074184" "11" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of ECFCs treated with GSK-343 and Panobinostat"
"2843" "SRP074198" "61" "62" "TRUE" "TRUE" "TRUE" "TRUE" "Gene expression profiling of melanoma cell lines by RNASeq"
"2844" "SRP074202" "48" "96" "TRUE" "TRUE" "TRUE" "FALSE" "Temporal comparison of transcriptomic alterations in human, mouse and rat primary B lymphocytes exposed to 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)"
"2845" "SRP074235" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Opposing Effects of Cyclooxygenase-2 (COX-2) on Estrogen Receptor ß (ERß) Response to 5a-reductase Inhibition in Prostate Epithelial Cells"
"2846" "SRP074237" "4" "6" "FALSE" "FALSE" "FALSE" "FALSE" "mRNA expression data from human parthenogenetic haploid ESCs (hPGES), normal ESCs (H9) and human fibroblast"
"2847" "SRP074246" "40" "42" "TRUE" "FALSE" "TRUE" "FALSE" "Gene expression changes upon NUSAP1 over- or under-expression in PC-3 or DU145 cells."
"2848" "SRP074274" "100" "503" "TRUE" "TRUE" "TRUE" "TRUE" "Genetic ancestry and natural selection drive population differences in immune responses to pathogens in humans"
"2849" "SRP074286" "5" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Targeting MTHFD2 in Acute Myeloid Leukemia"
"2850" "SRP074291" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Transcriptome analysis of MR1 reactive T cells"
"2851" "SRP074298" "26" "26" "TRUE" "FALSE" "TRUE" "FALSE" "Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros"
"2852" "SRP074299" "18" "18" "FALSE" "FALSE" "FALSE" "FALSE" "A single-cell transcriptome atlas of the human pancreas"
"2853" "SRP074342" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "FOXO1 is an oncogenic mediator in AML1-ETO leukemia"
"2854" "SRP074343" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "Silencing of KDM2B leads to deregulation of apoptosis related genes in GBM"
"2855" "SRP074349" "100" "177" "TRUE" "TRUE" "TRUE" "TRUE" "Next Generation Sequencing (RNAseq) of non-small cell lung cancer"
"2856" "SRP074360" "1" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Differentiation of human embryonic stem cells to HOXA+ hemogenic vasculature that resembles the aorta-gonad-mesonephros"
"2857" "SRP074369" "6" "6" "FALSE" "FALSE" "FALSE" "FALSE" "circRNA-sequencing"
"2858" "SRP074415" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "Gene expression in BRAFV600E thyrocyte"
"2859" "SRP074418" "8" "8" "FALSE" "FALSE" "FALSE" "FALSE" "RNASeq of 4SU labelled nascent RNA in MV4;11 cell treated with DMSO, I-BET, SGC0946 and combination of I-BET and SGC0946"
"2860" "SRP074420" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNASeq of MV4;11 cells transduced with scramble shRNA or BRD4 shRNA in combination with DMSO or SGC0946"
"2861" "SRP074426" "9" "9" "FALSE" "FALSE" "FALSE" "FALSE" "Biased Expression of the FOXP3?3 Isoform in Aggressive Bladder Cancer Mediates Differentiation and Cisplatin Chemotherapy Resistance"
"2862" "SRP074429" "3" "4" "FALSE" "FALSE" "FALSE" "FALSE" "RNA Methyltransferase METTL14 Promotes Breast Cancer Growth and Progression"
"2863" "SRP074435" "3" "6" "FALSE" "FALSE" "FALSE" "FALSE" "Identification of ZEB1-regulated gene expression changes in HCC827 human lung adenocarcinoma cells"
"2864" "SRP074464" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq analysis of BAP18 knockdown in prostate cancer cell line 22Rv1"
"2865" "SRP074476" "8" "10" "FALSE" "FALSE" "FALSE" "FALSE" "A Novel RNA Sequencing Data Analysis Method for Cell Line Authentication"
"2866" "SRP074481" "24" "24" "TRUE" "FALSE" "TRUE" "FALSE" "Bladder tumor sequencing"
"2867" "SRP074494" "4" "4" "FALSE" "FALSE" "FALSE" "FALSE" "RNA-seq of hESC samples upon loss of UPF1."
"2868" "SRP074544" "44" "50" "TRUE" "FALSE" "TRUE" "FALSE" "Transcriptome quantification using EXB molecular barcodes in bulk and single cell samples"
"2869" "SRP074600" "12" "12" "FALSE" "FALSE" "FALSE" "FALSE" "MicroRNA-28 replacement for non-Hodgkin lymphoma therapy"
"2870" "SRP074603" "1" "3" "FALSE" "FALSE" "FALSE" "FALSE" "Global Regulatory Network Controlling Human Somatic Cell Reprogramming [SMAD3 and SFRS11 Knockdown]"
"2871" "SRP074715" "100" "250" "TRUE" "TRUE" "TRUE" "TRUE" "Homo sapiens Primary Cell Raw sequence reads"
"2872" "SRP074736" "49" "61" "TRUE" "TRUE" "TRUE" "FALSE" "Transcriptional profiling reveals monocyte signature associated with JIA patient poor response to methotrexate"
"2873" "SRP074739" "75" "77" "TRUE" "TRUE" "TRUE" "TRUE" "Ileal pouch transcriptomics reveal shared pathogenesis between pouchitis and ulcerative colitis"
"2874" "SRP074749" "16" "16" "FALSE" "FALSE" "FALSE" "FALSE" "Unexpected Innovative Early Diagnosis in Autism Spectrum Disorder: Premature Tooth Eruption in ADNP-Mutated Children"
